_id,arrival,destination,departure,minPrice
ObjectID(565d80fbf252bb58becdd192),2016-12-12T00:00:00.000Z,"SAN",2016-12-09T00:00:00.000Z,14326
ObjectID(565d80fbf252bb58becdd193),2016-12-28T00:00:00.000Z,"SJC",2016-12-23T00:00:00.000Z,15256
ObjectID(565d80fbf252bb58becdd194),2016-12-29T00:00:00.000Z,"SJC",2016-12-23T00:00:00.000Z,14326
ObjectID(565d80fbf252bb58becdd195),2017-02-15T00:00:00.000Z,"JFK",2017-02-10T00:00:00.000Z,30512
ObjectID(565d80fbf252bb58becdd196),2016-12-20T00:00:00.000Z,"SFO",2016-12-12T00:00:00.000Z,15721
ObjectID(565d80fbf252bb58becdd197),2017-01-31T00:00:00.000Z,"LAX",2016-12-25T00:00:00.000Z,19907
ObjectID(565d80fbf252bb58becdd198),2016-12-06T00:00:00.000Z,"BOS",2016-12-04T00:00:00.000Z,26210
ObjectID(565d80fbf252bb58becdd199),2017-01-03T00:00:00.000Z,"OGG",2016-12-24T00:00:00.000Z,109981
ObjectID(565d80fbf252bb58becdd19a),2017-01-12T00:00:00.000Z,"ATL",2016-12-29T00:00:00.000Z,41861
ObjectID(565d80fbf252bb58becdd19b),2017-01-01T00:00:00.000Z,"OGG",2016-12-24T00:00:00.000Z,83838
ObjectID(565d80fbf252bb58becdd19c),2017-02-13T00:00:00.000Z,"OGG",2017-02-07T00:00:00.000Z,34166
ObjectID(565d80fbf252bb58becdd19d),2017-02-01T00:00:00.000Z,"HNL",2017-01-27T00:00:00.000Z,41359
ObjectID(565d80fbf252bb58becdd19e),2017-02-02T00:00:00.000Z,"HNL",2017-01-27T00:00:00.000Z,35098
ObjectID(565d80fbf252bb58becdd19f),2017-01-07T00:00:00.000Z,"ORD",2016-12-28T00:00:00.000Z,26790
ObjectID(565d80fbf252bb58becdd1a0),2016-12-06T00:00:00.000Z,"ONT",2016-12-04T00:00:00.000Z,22669
ObjectID(565d80fbf252bb58becdd1a1),2017-01-02T00:00:00.000Z,"ORD",2016-12-28T00:00:00.000Z,54512
ObjectID(565d80fbf252bb58becdd1a2),2017-02-03T00:00:00.000Z,"HNL",2017-01-26T00:00:00.000Z,38300
ObjectID(565d80fbf252bb58becdd1a3),2017-01-12T00:00:00.000Z,"BOS",2016-12-21T00:00:00.000Z,40498
ObjectID(565d80fbf252bb58becdd1a4),2016-12-25T00:00:00.000Z,"SNA",2016-12-22T00:00:00.000Z,22698
ObjectID(565d80fbf252bb58becdd1a5),2017-01-01T00:00:00.000Z,"SJC",2016-12-25T00:00:00.000Z,14326
ObjectID(565d80fbf252bb58becdd1a6),2017-01-09T00:00:00.000Z,"ORD",2016-12-28T00:00:00.000Z,31721
ObjectID(565d80fbf252bb58becdd1a7),2017-01-04T00:00:00.000Z,"SJC",2016-12-25T00:00:00.000Z,14326
ObjectID(565d80fbf252bb58becdd1a8),2017-01-04T00:00:00.000Z,"LAX",2016-12-27T00:00:00.000Z,22977
ObjectID(565d80fbf252bb58becdd1a9),2016-12-15T00:00:00.000Z,"SJC",2016-12-12T00:00:00.000Z,10046
ObjectID(565d80fbf252bb58becdd1aa),2016-12-27T00:00:00.000Z,"SNA",2016-12-22T00:00:00.000Z,28627
ObjectID(565d80fbf252bb58becdd1ab),2017-02-23T00:00:00.000Z,"MIA",2017-02-15T00:00:00.000Z,25860
ObjectID(565d80fbf252bb58becdd1ac),2016-12-07T00:00:00.000Z,"MCO",2016-12-04T00:00:00.000Z,28651
ObjectID(565d80fbf252bb58becdd1ad),2017-01-03T00:00:00.000Z,"OAK",2016-12-08T00:00:00.000Z,18139
ObjectID(565d80fbf252bb58becdd1ae),2017-02-17T00:00:00.000Z,"SAN",2017-02-12T00:00:00.000Z,26418
ObjectID(565d80fbf252bb58becdd1af),2017-01-02T00:00:00.000Z,"EWR",2016-12-15T00:00:00.000Z,76837
ObjectID(565d80fbf252bb58becdd1b0),2017-02-11T00:00:00.000Z,"SFO",2017-01-31T00:00:00.000Z,14326
ObjectID(565d80fbf252bb58becdd1b1),2016-12-08T00:00:00.000Z,"HNL",2016-12-04T00:00:00.000Z,42078
ObjectID(565d80fbf252bb58becdd1b2),2016-12-17T00:00:00.000Z,"LAX",2016-12-13T00:00:00.000Z,14698
ObjectID(565d80fbf252bb58becdd1b3),2016-12-16T00:00:00.000Z,"LAX",2016-12-13T00:00:00.000Z,17767
ObjectID(565d80fbf252bb58becdd1b4),2016-12-15T00:00:00.000Z,"LAX",2016-12-13T00:00:00.000Z,15907
ObjectID(565d80fbf252bb58becdd1b5),2016-12-28T00:00:00.000Z,"SNA",2016-12-22T00:00:00.000Z,27907
ObjectID(565d80fbf252bb58becdd1b6),2016-12-28T00:00:00.000Z,"SJC",2016-12-27T00:00:00.000Z,27720
ObjectID(565d80fbf252bb58becdd1b7),2016-12-19T00:00:00.000Z,"LAX",2016-12-13T00:00:00.000Z,18884
ObjectID(565d80fbf252bb58becdd1b8),2016-12-18T00:00:00.000Z,"LAX",2016-12-13T00:00:00.000Z,15038
ObjectID(565d80fbf252bb58becdd1b9),2017-02-28T00:00:00.000Z,"ORD",2017-02-26T00:00:00.000Z,35628
ObjectID(565d80fbf252bb58becdd1ba),2016-12-12T00:00:00.000Z,"HNL",2016-12-09T00:00:00.000Z,52349
ObjectID(565d80fbf252bb58becdd1bb),2016-12-26T00:00:00.000Z,"ATL",2016-12-21T00:00:00.000Z,38326
ObjectID(565d80fbf252bb58becdd1bc),2017-01-02T00:00:00.000Z,"SJC",2016-12-12T00:00:00.000Z,22604
ObjectID(565d80fbf252bb58becdd1bd),2017-01-21T00:00:00.000Z,"MSY",2017-01-15T00:00:00.000Z,31348
ObjectID(565d80fbf252bb58becdd1be),2017-01-02T00:00:00.000Z,"LAX",2016-12-27T00:00:00.000Z,50604
ObjectID(565d80fbf252bb58becdd1bf),2017-01-03T00:00:00.000Z,"ORD",2016-12-31T00:00:00.000Z,49209
ObjectID(565d80fbf252bb58becdd1c0),2017-01-03T00:00:00.000Z,"SAN",2016-12-12T00:00:00.000Z,23627
ObjectID(565d80fbf252bb58becdd1c1),2016-12-06T00:00:00.000Z,"SJC",2016-12-01T00:00:00.000Z,19721
ObjectID(565d80fbf252bb58becdd1c2),2016-12-07T00:00:00.000Z,"SJC",2016-12-01T00:00:00.000Z,14976
ObjectID(565d80fbf252bb58becdd1c3),2016-12-04T00:00:00.000Z,"SJC",2016-12-01T00:00:00.000Z,14047
ObjectID(565d80fbf252bb58becdd1c4),2017-01-08T00:00:00.000Z,"EWR",2016-12-18T00:00:00.000Z,40559
ObjectID(565d80fbf252bb58becdd1c5),2016-12-02T00:00:00.000Z,"SJC",2016-12-01T00:00:00.000Z,19814
ObjectID(565d80fbf252bb58becdd1c6),2016-12-03T00:00:00.000Z,"SJC",2016-12-01T00:00:00.000Z,14047
ObjectID(565d80fbf252bb58becdd1c7),2016-12-01T00:00:00.000Z,"SJC",2016-12-01T00:00:00.000Z,48186
ObjectID(565d80fbf252bb58becdd1c8),2017-01-04T00:00:00.000Z,"SFO",2016-12-20T00:00:00.000Z,14326
ObjectID(565d80fbf252bb58becdd1c9),2017-01-02T00:00:00.000Z,"EWR",2016-12-18T00:00:00.000Z,46232
ObjectID(565d80fbf252bb58becdd1ca),2017-01-06T00:00:00.000Z,"SFO",2016-12-20T00:00:00.000Z,14047
ObjectID(565d80fbf252bb58becdd1cb),2016-12-26T00:00:00.000Z,"DCA",2016-12-17T00:00:00.000Z,51721
ObjectID(565d80fbf252bb58becdd1cc),2017-01-24T00:00:00.000Z,"BWI",2017-01-21T00:00:00.000Z,25488
ObjectID(565d80fbf252bb58becdd1cd),2017-01-26T00:00:00.000Z,"MCO",2017-01-21T00:00:00.000Z,27348
ObjectID(565d80fbf252bb58becdd1ce),2017-01-05T00:00:00.000Z,"EWR",2016-12-18T00:00:00.000Z,41488
ObjectID(565d80fbf252bb58becdd1cf),2017-01-03T00:00:00.000Z,"SFO",2016-12-20T00:00:00.000Z,17117
ObjectID(565d80fbf252bb58becdd1d0),2016-12-18T00:00:00.000Z,"LAX",2016-12-06T00:00:00.000Z,17768
ObjectID(565d80fbf252bb58becdd1d1),2016-12-11T00:00:00.000Z,"LAX",2016-12-06T00:00:00.000Z,13024
ObjectID(565d80fbf252bb58becdd1d2),2016-12-10T00:00:00.000Z,"LAX",2016-12-06T00:00:00.000Z,16186
ObjectID(565d80fbf252bb58becdd1d3),2016-12-09T00:00:00.000Z,"FLL",2016-12-02T00:00:00.000Z,25860
ObjectID(565d80fbf252bb58becdd1d4),2016-12-12T00:00:00.000Z,"LAX",2016-12-06T00:00:00.000Z,15907
ObjectID(565d80fbf252bb58becdd1d5),2016-12-15T00:00:00.000Z,"LAX",2016-12-06T00:00:00.000Z,16651
ObjectID(565d80fbf252bb58becdd1d6),2016-12-16T00:00:00.000Z,"LAX",2016-12-06T00:00:00.000Z,11906
ObjectID(565d80fbf252bb58becdd1d7),2017-01-06T00:00:00.000Z,"OGG",2016-12-30T00:00:00.000Z,51850
ObjectID(565d80fbf252bb58becdd1d8),2016-12-04T00:00:00.000Z,"OAK",2016-12-02T00:00:00.000Z,10046
ObjectID(565d80fbf252bb58becdd1d9),2016-12-27T00:00:00.000Z,"BUR",2016-12-19T00:00:00.000Z,30139
ObjectID(565d80fbf252bb58becdd1da),2016-12-12T00:00:00.000Z,"MIA",2016-12-04T00:00:00.000Z,32186
ObjectID(565d80fbf252bb58becdd1db),2017-01-18T00:00:00.000Z,"SNA",2017-01-13T00:00:00.000Z,15628
ObjectID(565d80fbf252bb58becdd1dc),2016-12-10T00:00:00.000Z,"MIA",2016-12-04T00:00:00.000Z,28845
ObjectID(565d80fbf252bb58becdd1dd),2017-01-17T00:00:00.000Z,"SNA",2017-01-13T00:00:00.000Z,15628
ObjectID(565d80fbf252bb58becdd1de),2017-02-26T00:00:00.000Z,"HNL",2017-02-21T00:00:00.000Z,26878
ObjectID(565d80fbf252bb58becdd1df),2017-02-27T00:00:00.000Z,"HNL",2017-02-21T00:00:00.000Z,33279
ObjectID(565d80fbf252bb58becdd1e0),2017-01-08T00:00:00.000Z,"OGG",2016-12-30T00:00:00.000Z,29075
ObjectID(565d80fbf252bb58becdd1e1),2017-01-09T00:00:00.000Z,"OGG",2016-12-30T00:00:00.000Z,39001
ObjectID(565d80fbf252bb58becdd1e2),2017-02-04T00:00:00.000Z,"SNA",2017-01-31T00:00:00.000Z,16558
ObjectID(565d80fbf252bb58becdd1e3),2016-12-11T00:00:00.000Z,"SJC",2016-12-07T00:00:00.000Z,12186
ObjectID(565d80fbf252bb58becdd1e4),2017-02-01T00:00:00.000Z,"MCO",2017-01-25T00:00:00.000Z,19906
ObjectID(565d80fbf252bb58becdd1e5),2017-01-01T00:00:00.000Z,"SFO",2016-12-19T00:00:00.000Z,18791
ObjectID(565d80fbf252bb58becdd1e6),2017-01-02T00:00:00.000Z,"SFO",2016-12-19T00:00:00.000Z,21117
ObjectID(565d80fbf252bb58becdd1e7),2017-01-03T00:00:00.000Z,"SFO",2016-12-19T00:00:00.000Z,18791
ObjectID(565d80fbf252bb58becdd1e8),2017-01-04T00:00:00.000Z,"SFO",2016-12-19T00:00:00.000Z,21861
ObjectID(565d80fbf252bb58becdd1e9),2017-02-01T00:00:00.000Z,"SNA",2017-01-29T00:00:00.000Z,19256
